Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"An uncertainty-based approach to drive product preliminary design","International Journal on Interactive Design and Manufacturing (IJIDeM)","","5","1","10.1007/s12008-011-0116-x","Guilain CabannesNadège TroussierThierry GidelZohra Cherfi","2011","http://link.springer.com/article/10.1007/s12008-011-0116-x","Article"
"Establishing production service system and information collaboration platform for mold and die products","The International Journal of Advanced Manufacturing Technology","","52","9 - 12","10.1007/s00170-010-2762-8","George Q. HuangT. QuR. Y. ZhongZ. LiH. D. YangY. F. ZhangQ. X. ChenP. Y. JiangX. Chen","2011","http://link.springer.com/article/10.1007/s00170-010-2762-8","Article"
"Weapons Materials","MRS Online Proceedings Library","","630","1","10.1557/PROC-630-GG2.2","Georges MicheelsXavier Gavage","2011","http://link.springer.com/article/10.1557/PROC-630-GG2.2","Article"
"Overview of boosting options for future downsized engines","Science China Technological Sciences","","54","2","10.1007/s11431-010-4272-1","Martinez-Botas RicardoPesiridis ApostolosMingYang Yang","2011","http://link.springer.com/article/10.1007/s11431-010-4272-1","Article"
"A survey on lean practices in Indian machine tool industries","The International Journal of Advanced Manufacturing Technology","","52","9 - 12","10.1007/s00170-010-2788-y","M. EswaramoorthiG. R. KathiresanP. S. S. PrasadP. V. Mohanram","2011","http://link.springer.com/article/10.1007/s00170-010-2788-y","Article"
"Using integrated quality assessment for hotel service quality","Quality & Quantity","","45","2","10.1007/s11135-009-9301-4","Ching-Chow YangYung-Tsan JouLai-Yu Cheng","2011","http://link.springer.com/article/10.1007/s11135-009-9301-4","Article"
"Personal, indoor, and outdoor exposure to VOCs in the immediate vicinity of a local airport","Environmental Monitoring and Assessment","","173","1 - 4","10.1007/s10661-010-1404-9","Kyung-Hwa JungFrancisco ArtigasJin Young Shin","2011","http://link.springer.com/article/10.1007/s10661-010-1404-9","Article"
"An integrated fuzzy QFD framework for new product development","Flexible Services and Manufacturing Journal","","23","1","10.1007/s10696-011-9076-5","Amy H. I. LeeChun-Yu Lin","2011","http://link.springer.com/article/10.1007/s10696-011-9076-5","Article"
"Integration of Kano’s Model into quality function deployment (QFD)","The International Journal of Advanced Manufacturing Technology","","53","5 - 8","10.1007/s00170-010-2867-0","Ankur ChaudhaRajeev JainA. R. SinghP. K. Mishra","2011","http://link.springer.com/article/10.1007/s00170-010-2867-0","Article"
"Application of ECQFD for enabling environmentally conscious design and sustainable development in an electric vehicle","Clean Technologies and Environmental Policy","","13","2","10.1007/s10098-010-0317-1","S. VinodhGopinath Rathod","2011","http://link.springer.com/article/10.1007/s10098-010-0317-1","Article"
"Engineering change: an overview and perspective on the literature","Research in Engineering Design","","22","2","10.1007/s00163-010-0097-y","T. A. W. JarrattC. M. EckertN. H. M. CaldwellP. J. Clarkson","2011","http://link.springer.com/article/10.1007/s00163-010-0097-y","Article"
"Fuzzy Multi-Criteria Evaluation of Knowledge Management Tools","International Journal of Computational Intelligence Systems","","4","2","10.2991/ijcis.2011.4.2.7","Gülçin BüyüközkanOrhan FeyzioğluGizem Çifçi","2011","http://link.springer.com/article/10.2991/ijcis.2011.4.2.7","Article"
"Decision-aiding tools in innovative product development contexts","Research in Engineering Design","","22","2","10.1007/s00163-011-0103-z","Francesca Montagna","2011","http://link.springer.com/article/10.1007/s00163-011-0103-z","Article"
"Hyperbranched epoxy resins prepared by proton transfer polymerization from an A2 + B3 system","Chinese Journal of Polymer Science","","29","3","10.1007/s10118-011-1034-x","Li-jie MaHai-qiao WangLi-fan HeXiao-yu Li 李效玉","2011","http://link.springer.com/article/10.1007/s10118-011-1034-x","Article"
"An assessment of benthic condition in several small watersheds of the Chesapeake Bay, USA","Environmental Monitoring and Assessment","","176","1 - 4","10.1007/s10661-010-1599-9","Andrew K. LeightWard H. SlacumEd F. WirthMike H. Fulton","2011","http://link.springer.com/article/10.1007/s10661-010-1599-9","Article"
"A structure-based approach to evaluation product adaptability in adaptable design","Journal of Mechanical Science and Technology","","25","5","10.1007/s12206-011-0224-3","Qiang ChengGuojun ZhangZhifeng LiuPeihua GuLigang Cai","2011","http://link.springer.com/article/10.1007/s12206-011-0224-3","Article"
"Tools and techniques for enabling sustainability through lean initiatives","Clean Technologies and Environmental Policy","","13","3","10.1007/s10098-010-0329-x","S. VinodhK. R. ArvindM. Somanaathan","2011","http://link.springer.com/article/10.1007/s10098-010-0329-x","Article"
"Systems design and management of the digital operating room","International Journal of Computer Assisted Radiology and Surgery","","6","1","10.1007/s11548-011-0608-y","","2011","http://link.springer.com/article/10.1007/s11548-011-0608-y","Article"
"A Multi-Criteria Decision Making Approach for Machine Tool Selection Problem in a Fuzzy Environment","International Journal of Computational Intelligence Systems","","4","4","10.2991/ijcis.2011.4.4.3","Arzum ÖzgenGülfem TuzkayaUmut R. TuzkayaDoğan Özgen","2011","http://link.springer.com/article/10.2991/ijcis.2011.4.4.3","Article"
"Classification and selection of tools for quality knowledge management","Software Quality Journal","","19","2","10.1007/s11219-010-9121-8","Suzi HollandRay Dawson","2011","http://link.springer.com/article/10.1007/s11219-010-9121-8","Article"
"Integration of four-phase QFD and TRIZ in product R&D: a notebook case study","Research in Engineering Design","","22","3","10.1007/s00163-010-0099-9","C. H. YehJay C. Y. HuangC. K. Yu","2011","http://link.springer.com/article/10.1007/s00163-010-0099-9","Article"
"Design methodology for modular tools","Production Engineering","","5","4","10.1007/s11740-011-0318-x","Yann QueudevilleTodor IvanovUwe VroomenAndreas Bührig-PolaczekStefanie ElgetiMarkus ProbstMarek BehrChristian WindeckWalter MichaeliChristopher NussbaumChristian Hinke","2011","http://link.springer.com/article/10.1007/s11740-011-0318-x","Article"
"Multicriteria evidential reasoning decision modelling and analysis—prioritizing voices of customer","Journal of the Operational Research Society","","62","9","10.1057/jors.2010.118","J-B YangD-L XuX XieA K Maddulapalli","2011","http://link.springer.com/article/10.1057/jors.2010.118","Article"
"Prediction of reliability on thermoelectric module through accelerated life test and Physics-of-failure","Electronic Materials Letters","","7","3","10.1007/s13391-011-0917-x","Hyoung-Seuk ChoiWon-Seon SeoDuck-Kyun Choi","2011","http://link.springer.com/article/10.1007/s13391-011-0917-x","Article"
"Managing Software Requirements Changes Based on Negotiation-Style Revision","Journal of Computer Science and Technology","","26","5","10.1007/s11390-011-0187-y","Ke-Dian MuWeiru LiuZhi JinJun HongDavid Bell","2011","http://link.springer.com/article/10.1007/s11390-011-0187-y","Article"
"The customisation framework for roadmapping product-service integration","Service Business","","5","3","10.1007/s11628-011-0111-0","Youngjung GeumSungjoo LeeDaekook KangYongtae Park","2011","http://link.springer.com/article/10.1007/s11628-011-0111-0","Article"
"A design for environment methodology for evaluation and improvement of derivative consumer electronic product development","Journal of Systems Science and Systems Engineering","","20","3","10.1007/s11518-011-5168-8","Tzu-An ChiangZ. H. CheTung-Te Wang","2011","http://link.springer.com/article/10.1007/s11518-011-5168-8","Article"
"Modular design of a product to maximize customer satisfaction with respect to body size: A case study for designing office chair","International Journal of Precision Engineering and Manufacturing","","12","5","10.1007/s12541-011-0105-9","Sang-Chul HwangYoung Choi","2011","http://link.springer.com/article/10.1007/s12541-011-0105-9","Article"
"Automotive engineering curriculum development: case study for Clemson University","Journal of Intelligent Manufacturing","","22","5","10.1007/s10845-009-0329-z","Laine MearsMohammed OmarThomas R. Kurfess","2011","http://link.springer.com/article/10.1007/s10845-009-0329-z","Article"
"State of the art: business service and its impacts on manufacturing","Journal of Intelligent Manufacturing","","22","5","10.1007/s10845-009-0325-3","Xiaofei XuZhongjie Wang","2011","http://link.springer.com/article/10.1007/s10845-009-0325-3","Article"
"Organizational learning in automotive manufacturing: a strategic choice","Journal of Intelligent Manufacturing","","22","5","10.1007/s10845-009-0330-6","M. OmarL. MearsT. KurfessR. Kiggans","2011","http://link.springer.com/article/10.1007/s10845-009-0330-6","Article"
"A module-based thermal design approach for distributed product development","Research in Engineering Design","","22","4","10.1007/s00163-011-0113-x","Kenichi SekiHidekazu Nishimura","2011","http://link.springer.com/article/10.1007/s00163-011-0113-x","Article"
"A new loading-constraining device for mechanical testing with misalignment auto-compensation","Experimental Techniques","","35","6","10.1111/j.1747-1567.2010.00678.x","G. Olmi","2011","http://link.springer.com/article/10.1111/j.1747-1567.2010.00678.x","Article"
"Selection of products based on customer preferences applying fuzzy logic","International Journal on Interactive Design and Manufacturing (IJIDeM)","","5","4","10.1007/s12008-011-0130-z","Marco BarajasBruno Agard","2011","http://link.springer.com/article/10.1007/s12008-011-0130-z","Article"
"An eco- and inno-product design system applying integrated and intelligent qfde and triz methodology","Journal of Systems Science and Systems Engineering","","20","4","10.1007/s11518-011-5176-8","Amy J. C. TrappeyJerry J. R. OuGilbert Y. P. LinMeng-Yu Chen","2011","http://link.springer.com/article/10.1007/s11518-011-5176-8","Article"
"Requirements Engineering for Product Service Systems","Business & Information Systems Engineering","","3","6","10.1007/s12599-011-0192-2","Dipl.-Inf. Marina BerkovichProf. Dr. Jan Marco LeimeisterProf. Dr. Helmut Krcmar","2011","http://link.springer.com/article/10.1007/s12599-011-0192-2","Article"
"Proposal for a Performance Dashboard for the Monitoring of Water and Sewage Service Companies (WaSCs)","Water Resources Management","","26","1","10.1007/s11269-011-9901-3","Fiorenzo FranceschiniElisa Turina","2012","http://link.springer.com/article/10.1007/s11269-011-9901-3","Article"
"Using AHP to evaluate the criteria of auto spare parts industry","Quality & Quantity","","46","1","10.1007/s11135-010-9367-z","Hsin-Hung WuYa-Ning Tsai","2012","http://link.springer.com/article/10.1007/s11135-010-9367-z","Article"
"Current-density functional theory study of the H2 molecule evolving under a strong ultrashort magnetic field","The European Physical Journal D","","66","1","10.1140/epjd/e2011-20550-0","Vikas","2012","http://link.springer.com/article/10.1140/epjd/e2011-20550-0","Article"
"Lifecycle scenario design for product end-of-life strategy","Journal of Remanufacturing","","2","1","10.1186/2210-4690-2-1","Shinichi FukushigeKazuhiro YamamotoYasushi Umeda","2012","http://link.springer.com/article/10.1186/2210-4690-2-1","Article"
"The effect of Arizona language policies on Arizona Indigenous students","Language Policy","","11","1","10.1007/s10993-011-9230-7","Mary Carol CombsSheilah E. Nicholas","2012","http://link.springer.com/article/10.1007/s10993-011-9230-7","Article"
"Advanced model for maintenance management in a continuous improvement cycle: integration into the business strategy","International Journal of System Assurance Engineering and Management","","3","1","10.1007/s13198-012-0092-y","Luis BarberáAdolfo CrespoPablo ViverosRaúl Stegmaier","2012","http://link.springer.com/article/10.1007/s13198-012-0092-y","Article"
"A multi-criteria decision-making methodology on the selection of facility location: fuzzy ANP","The International Journal of Advanced Manufacturing Technology","","59","5 - 8","10.1007/s00170-011-3505-1","Aşkın Özdağoğlu","2012","http://link.springer.com/article/10.1007/s00170-011-3505-1","Article"
"Do brain cancer rates correlate with ambient exposure levels of criteria air pollutants or hazardous air pollutants (HAPs)?","Air Quality, Atmosphere & Health","","5","1","10.1007/s11869-010-0122-3","Peter A. ValbergChristopher M. Long","2012","http://link.springer.com/article/10.1007/s11869-010-0122-3","Article"
"Application of fuzzy logic-based environmental conscious QFD to rotary switch: a case study","Clean Technologies and Environmental Policy","","14","2","10.1007/s10098-011-0404-y","S. VinodhGopinath Rathod","2012","http://link.springer.com/article/10.1007/s10098-011-0404-y","Article"
"Modeling and initiating knowledge management program using FQFD: a case study involving a healthcare institute","Quality & Quantity","","46","3","10.1007/s11135-011-9432-2","Ching-Wen Chen","2012","http://link.springer.com/article/10.1007/s11135-011-9432-2","Article"
"From user requirements to commonality specifications: an integrated approach to product family design","Research in Engineering Design","","23","2","10.1007/s00163-011-0119-4","Timothy W. SimpsonAaron BobukLaura A. SlingerlandSean BrennanDrew LoganKarl Reichard","2012","http://link.springer.com/article/10.1007/s00163-011-0119-4","Article"
"A review of designing machine tool for leanness","Sadhana","","37","2","10.1007/s12046-012-0062-8","ANIL GUPTAT K KUNDRA","2012","http://link.springer.com/article/10.1007/s12046-012-0062-8","Article"
"An approach to the extraction of preference-related information from design team language","Research in Engineering Design","","23","2","10.1007/s00163-011-0116-7","Haifeng JiMaria C. YangTomonori Honda","2012","http://link.springer.com/article/10.1007/s00163-011-0116-7","Article"
"An Intelligent Healthcare Management System: A New Approach in Work-order Prioritization for Medical Equipment Maintenance Requests","Journal of Medical Systems","","36","2","10.1007/s10916-010-9501-4","Naser HamdiRami OweisHamzeh Abu ZraiqDenis Abu Sammour","2012","http://link.springer.com/article/10.1007/s10916-010-9501-4","Article"
"Latino Crime and Latinos in the Criminal Justice System: Trends, Policy Implications, and Future Research Initiatives","Race and Social Problems","","4","1","10.1007/s12552-012-9067-5","Jacob I. StowellRamiro Martinez Jr.Jeffrey M. Cancino","2012","http://link.springer.com/article/10.1007/s12552-012-9067-5","Article"
"An Exploration of Perceptions of Possible Depression Prevention Services for Caregivers of Elderly or Chronically Ill Adults in Rural Georgia","Community Mental Health Journal","","48","2","10.1007/s10597-010-9361-x","Claire E. RamsayElizabeth Reisinger WalkerRachel RamsayMichael T. ComptonNancy Thompson","2012","http://link.springer.com/article/10.1007/s10597-010-9361-x","Article"
"An analytical model for building brand equity in hospitality firms","Annals of Operations Research","","195","1","10.1007/s10479-011-0990-4","Tsuen-Ho HsuLi-Chu HungJia-Wei Tang","2012","http://link.springer.com/article/10.1007/s10479-011-0990-4","Article"
"Integrated uncertainty management for decision making","Annals of Operations Research","","195","1","10.1007/s10479-012-1067-8","Van-Nam HuynhJonathan LawryYoshiteru Nakamori","2012","http://link.springer.com/article/10.1007/s10479-012-1067-8","Article"
"Form Factors of Few-Body Systems: Point Form Versus Front Form","Few-Body Systems","","52","3 - 4","10.1007/s00601-011-0283-0","M. Gómez-RochaE. P. BiernatW. Schweiger","2012","http://link.springer.com/article/10.1007/s00601-011-0283-0","Article"
"Supplier selection using axiomatic fuzzy set and TOPSIS methodology in supply chain management","Fuzzy Optimization and Decision Making","","11","2","10.1007/s10700-012-9117-x","Ye LiXiaodong LiuYan Chen","2012","http://link.springer.com/article/10.1007/s10700-012-9117-x","Article"
"‘Mutts like Me’: Multiracial Students’ Perceptions of Barack Obama","Qualitative Sociology","","35","2","10.1007/s11133-012-9226-4","Michael P. Jeffries","2012","http://link.springer.com/article/10.1007/s11133-012-9226-4","Article"
"Evaluation of children’s after-school programs in Taiwan: FAHP approach","Asia Pacific Education Review","","13","2","10.1007/s12564-011-9202-9","Amy H. I. LeeChih-Neng YangChun-Yu Lin","2012","http://link.springer.com/article/10.1007/s12564-011-9202-9","Article"
"Thirty criteria based leanness assessment using fuzzy logic approach","The International Journal of Advanced Manufacturing Technology","","60","9 - 12","10.1007/s00170-011-3658-y","S. VinodhK. E. K. Vimal","2012","http://link.springer.com/article/10.1007/s00170-011-3658-y","Article"
"Fuzzy Group Decision-Making for Service Innovations in Quality Function Deployment","Group Decision and Negotiation","","21","4","10.1007/s10726-010-9223-5","Ling-Zhong LinLiang-Chih HuangHuery-Ren Yeh","2012","http://link.springer.com/article/10.1007/s10726-010-9223-5","Article"
"Review of sustainable product design from life cycle perspectives","International Journal of Precision Engineering and Manufacturing","","13","7","10.1007/s12541-012-0169-1","Ming-Chuan ChiuChih-Hsing Chu","2012","http://link.springer.com/article/10.1007/s12541-012-0169-1","Article"
"Application of axiomatic design, TRIZ, and mixed integer programming to develop innovative designs: a locomotive ballast arrangement case study","The International Journal of Advanced Manufacturing Technology","","61","5 - 8","10.1007/s00170-011-3752-1","Gül Okudan KremerMing-Chuan ChiuChun-Yu LinSaraj GuptaDavid ClaudioHenri Thevenot","2012","http://link.springer.com/article/10.1007/s00170-011-3752-1","Article"
"Combining CPU and GPU architectures for fast similarity search","Distributed and Parallel Databases","","30","3 - 4","10.1007/s10619-012-7092-4","Martin KrulišTomáš SkopalJakub LokočChristian Beecks","2012","http://link.springer.com/article/10.1007/s10619-012-7092-4","Article"
"Mitigating the risk of information leakage in a two-level supply chain through optimal supplier selection","Journal of Intelligent Manufacturing","","23","4","10.1007/s10845-011-0527-3","Da Yong ZhangXinlin CaoLingyu WangYong Zeng","2012","http://link.springer.com/article/10.1007/s10845-011-0527-3","Article"
"A hybrid intelligent approach for supply chain management system","Journal of Intelligent Manufacturing","","23","4","10.1007/s10845-010-0431-2","Cemalettin KubatBaris Yuce","2012","http://link.springer.com/article/10.1007/s10845-010-0431-2","Article"
"Developing a process of concept generation for new product-service systems: a QFD and TRIZ-based approach","Service Business","","6","3","10.1007/s11628-012-0138-x","Sojung KimByungun Yoon","2012","http://link.springer.com/article/10.1007/s11628-012-0138-x","Article"
"Dynamic optimization of queries in pivot-based indexing","Multimedia Tools and Applications","","60","2","10.1007/s11042-010-0614-z","Svein Erik BratsbergMagnus Lie Hetland","2012","http://link.springer.com/article/10.1007/s11042-010-0614-z","Article"
"An association rule mining and maintaining approach in dynamic database for aiding product–service system conceptual design","The International Journal of Advanced Manufacturing Technology","","62","1 - 4","10.1007/s00170-011-3787-3","Xiuli GengXuening ChuZaifang Zhang","2012","http://link.springer.com/article/10.1007/s00170-011-3787-3","Article"
"National Guard Service Members Returning Home After Deployment: The Case for Increased Community Support","Administration and Policy in Mental Health and Mental Health Services Research","","39","5","10.1007/s10488-011-0356-x","Adrian BlowMaryhelen D. MacInnesJessica HamelBarbara AmesEsther OnagaKendal HoltropLisa GormanSheila Smith","2012","http://link.springer.com/article/10.1007/s10488-011-0356-x","Article"
"The use of fuzzy logic in product family development: literature review and opportunities","Journal of Intelligent Manufacturing","","23","5","10.1007/s10845-010-0465-5","Bruno AgardMarco Barajas","2012","http://link.springer.com/article/10.1007/s10845-010-0465-5","Article"
"An effective quality assurance for small quantity batch manufactured products with digital engineering","International Journal of Precision Engineering and Manufacturing","","13","10","10.1007/s12541-012-0237-6","Yoo-Chul LeeHye-Rim Bae","2012","http://link.springer.com/article/10.1007/s12541-012-0237-6","Article"
"A fuzzy ANP model for supplier selection as applied to IC packaging","Journal of Intelligent Manufacturing","","23","5","10.1007/s10845-010-0448-6","He-Yau KangAmy H. I. LeeC.-Y. Yang","2012","http://link.springer.com/article/10.1007/s10845-010-0448-6","Article"
"Tackling with redundant design solutions through axiomatic design","International Journal of Precision Engineering and Manufacturing","","13","10","10.1007/s12541-012-0241-x","António M. Gonçalves-CoelhoGabriela NeştianMiguel CaviqueAntónio Mourão","2012","http://link.springer.com/article/10.1007/s12541-012-0241-x","Article"
"Health Risk Behaviors Among Five Asian American Subgroups in California: Identifying Intervention Priorities","Journal of Immigrant and Minority Health","","14","5","10.1007/s10903-011-9552-8","Annette E. MaxwellCatherine M. CrespiRyan E. AlanoMadhuri SudanRoshan Bastani","2012","http://link.springer.com/article/10.1007/s10903-011-9552-8","Article"
"Man versus math: Behaviorist exploration of post-crisis non-banking asset management","Journal of Asset Management","","13","5","10.1057/jam.2012.14","Kenneth David Strang","2012","http://link.springer.com/article/10.1057/jam.2012.14","Article"
"Setting quality targets for coming releases with QUPER: an industrial case study","Requirements Engineering","","17","4","10.1007/s00766-011-0125-0","Richard Berntsson SvenssonYuri SprockelBjörn RegnellSjaak Brinkkemper","2012","http://link.springer.com/article/10.1007/s00766-011-0125-0","Article"
"Leanness evaluation using IF–THEN rules","The International Journal of Advanced Manufacturing Technology","","63","1 - 4","10.1007/s00170-012-3919-4","K. E. K. VimalS. Vinodh","2012","http://link.springer.com/article/10.1007/s00170-012-3919-4","Article"
"An intelligent system based on concurrent engineering for innovative product design at the conceptual design stage","The International Journal of Advanced Manufacturing Technology","","63","5 - 8","10.1007/s00170-012-3932-7","Kevin C. TsengWaleed El-Ganzoury","2012","http://link.springer.com/article/10.1007/s00170-012-3932-7","Article"
"An investigation of the dynamic features of service design methods","Journal of Service Science Research","","4","2","10.1007/s12927-012-0014-1","Konstantinos GkekasJeffrey AlcockAshutosh Tiwari","2012","http://link.springer.com/article/10.1007/s12927-012-0014-1","Article"
"Fuzzy decision support for tools selection in the core front end activities of new product development","Research in Engineering Design","","24","1","10.1007/s00163-012-0130-4","Sofiane AchicheFrancesco Paolo AppioTim C. McAlooneAlberto Di Minin","2013","http://link.springer.com/article/10.1007/s00163-012-0130-4","Article"
"A fuzzy AHP approach based on the concept of possibility extent","Quality & Quantity","","47","1","10.1007/s11135-011-9473-6","Chen-Hui ChouGin-Shuh LiangHung-Chung Chang","2013","http://link.springer.com/article/10.1007/s11135-011-9473-6","Article"
"Enhance environmental commitments and green intangible assets toward green competitive advantages: an analysis of structural equation modeling (SEM)","Quality & Quantity","","47","1","10.1007/s11135-011-9535-9","Yu-Shan ChenChing-Hsun Chang","2013","http://link.springer.com/article/10.1007/s11135-011-9535-9","Article"
"The assessment of significance of benefits gained from the improvement of quality management systems in Polish organizations","Quality & Quantity","","47","1","10.1007/s11135-011-9534-x","Radosław Wolniak","2013","http://link.springer.com/article/10.1007/s11135-011-9534-x","Article"
"Utilize structural equation modeling (SEM) to explore the influence of corporate environmental ethics: the mediation effect of green human capital","Quality & Quantity","","47","1","10.1007/s11135-011-9504-3","Yu-Shan ChenChing-Hsun Chang","2013","http://link.springer.com/article/10.1007/s11135-011-9504-3","Article"
"From time-based competition (TBC) to quick response manufacturing (QRM): the evolution of research aimed at lead time reduction","The International Journal of Advanced Manufacturing Technology","","64","5 - 8","10.1007/s00170-012-4064-9","Moacir Godinho FilhoElizangela Veloso Saes","2013","http://link.springer.com/article/10.1007/s00170-012-4064-9","Article"
"An ANP-based assessment model for lean enterprise transformation","The International Journal of Advanced Manufacturing Technology","","64","5 - 8","10.1007/s00170-012-4047-x","Ibrahim CilYusuf S. Turkan","2013","http://link.springer.com/article/10.1007/s00170-012-4047-x","Article"
"Bringing the voice of consumers into plant breeding with Bayesian modelling","Euphytica","","189","3","10.1007/s10681-012-0765-2","Lebeyesus Mesfin TesfayeMarco C. A. M. BinkIvo A. van der LansBart GremmenHans C. M. van Trijp","2013","http://link.springer.com/article/10.1007/s10681-012-0765-2","Article"
"PROMETHEE Group Decision Support System and the House of Quality","Group Decision and Negotiation","","22","2","10.1007/s10726-011-9257-3","Majid BehzadianSeyyed-Mahdi Hosseini-MotlaghJoshua IgnatiusMark GohMohammad Mehdi Sepehri","2013","http://link.springer.com/article/10.1007/s10726-011-9257-3","Article"
"Requirements of project of a self-propelled aerosol generator for application of insecticides against mosquitoes","Journal of the Brazilian Society of Mechanical Sciences and Engineering","","35","1","10.1007/s40430-013-0007-0","Ulisses Benedetti BaumhardtAirton dos Santos AlonçoVilnei de Oliveira DiasJosé Renê de Freitas GassenGustavo José BonottoLetícia Aveline","2013","http://link.springer.com/article/10.1007/s40430-013-0007-0","Article"
"Online optimization of multipass machining based on cloud computing","The International Journal of Advanced Manufacturing Technology","","65","1 - 4","10.1007/s00170-012-4163-7","M. ChandrasekaranM. MuralidharU. S. Dixit","2013","http://link.springer.com/article/10.1007/s00170-012-4163-7","Article"
"A reduced-form rapid economic consequence estimating model: Application to property damage from U.S. earthquakes","International Journal of Disaster Risk Science","","4","1","10.1007/s13753-013-0004-z","Nathaniel HeatwoleAdam Rose","2013","http://link.springer.com/article/10.1007/s13753-013-0004-z","Article"
"Developing a Smart Clothing System for Blinds Based on Information Axiom","International Journal of Computational Intelligence Systems","","6","2","10.1080/18756891.2013.769766","Senem Kursun BahadirSelcuk CebiCengiz KahramanFatma Kalaoglu","2013","http://link.springer.com/article/10.1080/18756891.2013.769766","Article"
"Configurable product design considering the transition of multi-hierarchical models","Chinese Journal of Mechanical Engineering","","26","2","10.3901/CJME.2013.02.217","Bin RenLemiao QiuShuyou ZhangJianrong TanJin Cheng","2013","http://link.springer.com/article/10.3901/CJME.2013.02.217","Article"
"Community disaster management assets: A case study of the farm community in Sussex County, Delaware","International Journal of Disaster Risk Science","","4","1","10.1007/s13753-013-0005-y","Yvonne Rademacher","2013","http://link.springer.com/article/10.1007/s13753-013-0005-y","Article"
"Activity-based costing in services: literature bibliometric review","SpringerPlus","","2","1","10.1186/2193-1801-2-80","Nara Medianeira StefanoNelson Casarotto Filho","2013","http://link.springer.com/article/10.1186/2193-1801-2-80","Article"
"New rating methods to prioritize customer requirements in QFD with incomplete customer preferences","The International Journal of Advanced Manufacturing Technology","","65","9 - 12","10.1007/s00170-012-4282-1","Yoon-Eui NahmHaruo IshikawaMasato Inoue","2013","http://link.springer.com/article/10.1007/s00170-012-4282-1","Article"
"Application of neural network in QFD matrix","Journal of Intelligent Manufacturing","","24","2","10.1007/s10845-011-0604-7","Izabela Kutschenreiter-Praszkiewicz","2013","http://link.springer.com/article/10.1007/s10845-011-0604-7","Article"
"Results from the Pro-QOL-IV for Substance Abuse Counselors Working with Offenders","International Journal of Mental Health and Addiction","","11","2","10.1007/s11469-012-9412-3","Elizabeth B. PerkinsGinny Sprang","2013","http://link.springer.com/article/10.1007/s11469-012-9412-3","Article"
"Mining affective needs of automotive industry customers for building a mass-customization recommender system","Journal of Intelligent Manufacturing","","24","2","10.1007/s10845-011-0579-4","Efthimia MavridouDionisis D. KehagiasDimitrios TzovarasGeorge Hassapis","2013","http://link.springer.com/article/10.1007/s10845-011-0579-4","Article"
"Gauging the way to MFV","Journal of High Energy Physics","","2013","4","10.1007/JHEP04(2013)064","Gordan KrnjaicDaniel Stolarski","2013","http://link.springer.com/article/10.1007/JHEP04%282013%29064","Article"
"A dynamic modeling to measure lean performance within lean attributes","The International Journal of Advanced Manufacturing Technology","","66","5 - 8","10.1007/s00170-012-4356-0","Alireza AnvariNorzima ZulkifliRosnah Mohd Yusuff","2013","http://link.springer.com/article/10.1007/s00170-012-4356-0","Article"
"A Fuzzy Multi-Attribute Decision Making Model for Strategic Risk Assessment","International Journal of Computational Intelligence Systems","","6","3","10.1080/18756891.2013.781334","Rabia ArikanMetin DağdevirenMustafa Kurt","2013","http://link.springer.com/article/10.1080/18756891.2013.781334","Article"
"Systemic Analysis of an Industrial System: Case Study of a Grain Silo","Arabian Journal for Science and Engineering","","38","5","10.1007/s13369-012-0357-4","Mohamed Najeh Lakhoua","2013","http://link.springer.com/article/10.1007/s13369-012-0357-4","Article"
"Multi-layer quality function deployment (QFD) approach for improving the compromised quality satisfaction under the agency problem: A 3D QFD design for the asset selection problem in the shipping industry","Quality & Quantity","","47","4","10.1007/s11135-011-9653-4","Okan DuruSheng Teng HuangEmrah BulutShigeru Yoshida","2013","http://link.springer.com/article/10.1007/s11135-011-9653-4","Article"
"Applying QFD to business development environment","Journal of the Brazilian Society of Mechanical Sciences and Engineering","","35","2","10.1007/s40430-013-0010-5","Marcelo Farhat de AraujoLuís Gonzaga Trabasso","2013","http://link.springer.com/article/10.1007/s40430-013-0010-5","Article"
"Analysis of modularity implementation methods from an assembly and variety viewpoints","The International Journal of Advanced Manufacturing Technology","","66","9 - 12","10.1007/s00170-012-4473-9","Gül. E. Okudan KremerSaraj Gupta","2013","http://link.springer.com/article/10.1007/s00170-012-4473-9","Article"
"A model for total quality management in higher education","Quality & Quantity","","47","4","10.1007/s11135-011-9632-9","Muhammad AsifMuhammad Usman AwanMuhammad Khalid KhanNiaz Ahmad","2013","http://link.springer.com/article/10.1007/s11135-011-9632-9","Article"
"Implementation of a generic concurrent engineering environment framework for boatbuilding","Journal of Marine Science and Technology","","18","2","10.1007/s00773-012-0205-y","A. J. SobeyJ. I. R. BlakeR. A. Shenoi","2013","http://link.springer.com/article/10.1007/s00773-012-0205-y","Article"
"Setting the course for quality assurance in higher education","Quality & Quantity","","47","4","10.1007/s11135-011-9639-2","Muhammad AsifAbdul Raouf","2013","http://link.springer.com/article/10.1007/s11135-011-9639-2","Article"
"TQM practice in real-estate industry using AHP","Quality & Quantity","","47","4","10.1007/s11135-011-9641-8","P. Sanjay Sarathy","2013","http://link.springer.com/article/10.1007/s11135-011-9641-8","Article"
